,Time,CellName,PRBUsageUL,PRBUsageDL,meanThr_DL,meanThr_UL,maxThr_DL,maxThr_UL,meanUE_DL,meanUE_UL,maxUE_DL,maxUE_UL,maxUE_UL+DL,Unusual
28909,8:45,7CLTE,0.202,0.808,0.292,0.034,9.991,0.635,1.132,0.01,4.0,2.0,6,0
8025,13:45,5BLTE,33.144,5.457,1.513,0.158,37.536,0.811,1.728,1.597,8.0,7.0,15,0
27240,17:45,8BLTE,11.642,1.791,0.611,0.066,23.75,1.072,1.214,1.055,5.0,3.0,8,1
36891,18:45,7VLTE,2.526,3.537,0.388,0.067,18.835,0.757,1.607,0.01,6.0,4.0,10,0
20164,10:15,6VLTE,1.095,3.383,0.679,0.039,12.362,2.239,1.124,0.01,4.0,3.0,7,1
207,11:45,6ULTE,2.526,2.829,0.519,0.083,16.791,1.023,1.597,0.01,9.0,4.0,13,0
14380,17:45,3BLTE,10.945,3.383,0.859,0.061,19.108,0.56,1.174,1.045,5.0,3.0,8,1
26533,21:00,8CLTE,2.829,0.606,0.2,0.015,38.847,0.251,1.051,1.011,3.0,2.0,5,0
3264,13:30,6WLTE,6.366,3.436,0.374,0.268,8.306,8.16,1.344,0.01,6.0,4.0,10,0
35168,10:30,1CLTE,25.06,2.93,0.741,0.193,20.96,5.275,1.455,1.405,7.0,6.0,13,0
30412,6:15,6ALTE,0.808,0.404,0.043,0.015,0.795,0.152,1.021,0.01,3.0,2.0,5,0
15398,5:45,1CLTE,12.227,0.707,0.075,0.023,3.618,0.805,1.081,1.031,4.0,3.0,7,0
18026,22:15,10ALTE,10.004,2.728,0.996,0.041,37.71,0.479,1.142,1.031,5.0,3.0,8,0
16716,10:45,10CLTE,5.255,0.909,0.214,0.031,5.259,0.49,1.081,1.122,3.0,3.0,6,0
16558,9:30,2ALTE,0.101,0.404,0.005,0.006,0.022,0.021,1.011,0.01,1.0,1.0,2,0
31628,2:00,7ULTE,0.202,1.415,0.16,0.011,3.706,0.289,1.051,0.01,3.0,2.0,5,0
31190,21:00,10CLTE,3.537,0.707,0.344,0.073,23.836,4.974,1.041,1.011,3.0,2.0,5,0
14592,14:45,5CLTE,8.358,1.095,0.145,0.031,6.595,0.581,1.085,1.015,4.0,3.0,7,1
9341,4:45,8ALTE,4.143,1.112,0.36,0.024,14.068,0.333,1.061,1.011,3.0,2.0,5,0
19617,10:30,6BLTE,16.774,1.819,0.462,0.043,27.455,1.495,1.162,0.01,4.0,4.0,8,0
12676,10:45,7WLTE,2.324,6.568,0.624,0.063,19.725,1.071,1.304,0.01,6.0,4.0,10,0
14481,10:30,10ALTE,33.144,10.913,4.026,0.284,64.059,1.453,1.92,1.475,8.0,7.0,15,0
32558,9:30,3BLTE,6.269,0.597,0.048,0.018,1.758,0.362,1.045,1.005,3.0,2.0,5,1
16713,8:15,5CLTE,3.682,0.498,0.051,0.007,4.868,0.189,1.025,0.995,2.0,2.0,4,1
29287,7:15,1ALTE,2.189,0.498,0.022,0.004,2.182,0.146,1.005,0.995,2.0,2.0,4,1
10041,5:30,4ALTE,3.133,0.404,0.016,0.008,0.405,0.069,1.021,1.011,3.0,2.0,5,0
11835,20:15,8BLTE,18.189,2.021,0.729,0.099,25.756,2.176,1.334,1.081,6.0,4.0,10,0
16233,22:00,6CLTE,8.589,2.324,0.546,0.07,18.295,0.763,1.142,0.01,5.0,3.0,8,0
8994,11:45,1CLTE,32.235,7.074,2.254,0.167,23.547,0.919,1.819,1.597,9.0,7.0,16,0
24838,12:00,7WLTE,1.819,2.324,0.354,0.073,13.196,2.415,1.263,0.01,5.0,4.0,9,0
24929,12:45,3ALTE,12.736,3.184,0.619,0.059,22.26,1.447,1.184,1.065,5.0,3.0,8,1
24166,15:45,6WLTE,1.718,2.627,0.258,0.045,16.013,1.799,1.253,0.01,5.0,3.0,8,0
16712,12:30,4BLTE,25.667,3.84,1.244,0.124,40.331,2.355,1.566,1.202,9.0,6.0,15,0
36273,23:30,1CLTE,31.022,5.659,1.626,0.145,41.466,0.95,1.657,1.506,8.0,7.0,15,0
8828,2:30,7ALTE,0.1,0.498,0.147,0.018,5.002,0.168,1.035,0.01,3.0,2.0,5,1
33883,6:15,5BLTE,6.265,0.909,0.164,0.016,5.557,0.383,1.031,1.021,2.0,2.0,4,0
29149,15:30,7ULTE,4.143,5.356,0.662,0.081,16.039,0.665,1.253,0.01,5.0,4.0,9,0
17164,13:45,10CLTE,3.537,0.505,0.087,0.012,1.652,0.459,1.031,1.011,3.0,2.0,5,0
16757,13:15,10CLTE,5.861,0.606,0.086,0.013,14.988,0.458,1.041,1.011,3.0,2.0,5,0
2398,4:45,7BLTE,0.0,0.404,0.045,0.008,6.224,0.322,0.738,0.01,2.0,1.0,3,0
10054,4:15,3BLTE,4.547,0.909,0.148,0.026,1.913,0.301,1.172,1.021,4.0,2.0,6,0
14160,12:15,8CLTE,5.274,0.995,0.316,0.084,26.815,19.535,1.045,1.015,3.0,3.0,6,1
16338,14:30,7WLTE,1.516,1.819,0.186,0.081,6.666,8.968,1.304,0.01,5.0,4.0,9,0
12784,13:00,8CLTE,7.276,1.011,0.223,0.032,14.497,1.747,1.091,1.031,4.0,3.0,7,0
13944,4:00,10CLTE,2.93,0.505,0.05,0.017,2.628,0.199,1.041,1.021,3.0,3.0,6,0
8695,8:45,7VLTE,1.415,2.829,0.407,0.052,12.55,0.587,1.243,0.01,5.0,3.0,8,0
28272,23:00,9ALTE,1.617,0.505,0.084,0.014,3.438,0.165,1.031,1.011,2.0,2.0,4,0
27606,15:30,7CLTE,0.199,0.796,0.172,0.026,12.262,0.568,1.065,0.01,3.0,2.0,5,1
30538,1:30,10ALTE,4.648,0.505,0.018,0.015,1.039,0.249,1.041,1.021,3.0,2.0,5,0
17081,5:15,5BLTE,5.373,0.597,0.096,0.016,5.789,0.78,1.025,1.005,3.0,2.0,5,1
1199,21:30,6ULTE,1.314,1.92,0.364,0.03,16.892,1.189,1.172,0.01,4.0,3.0,7,0
939,15:15,9BLTE,3.184,0.597,0.115,0.024,5.119,0.295,1.025,1.025,3.0,2.0,5,1
10742,5:15,9BLTE,1.194,0.498,0.102,0.016,1.919,0.119,0.995,0.995,2.0,1.0,3,1
32031,17:45,7CLTE,0.303,0.808,0.31,0.04,9.886,0.84,1.112,0.01,3.0,2.0,5,0
17442,2:15,2ALTE,0.0,0.404,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
32003,10:15,7ALTE,0.303,0.909,0.135,0.033,7.505,0.537,1.192,0.01,5.0,3.0,8,0
24675,1:00,7VLTE,1.294,2.786,0.503,0.064,12.215,0.624,1.264,0.01,5.0,4.0,9,1
14060,19:45,10BLTE,5.457,0.909,0.244,0.028,17.076,0.445,1.101,1.021,4.0,3.0,7,0
3299,0:45,6VLTE,1.213,2.223,0.469,0.039,22.924,1.493,1.182,0.01,5.0,3.0,8,0
3027,15:15,4ALTE,5.457,2.728,1.043,0.067,46.204,4.296,1.122,1.021,4.0,2.0,6,0
13671,18:00,4BLTE,28.496,6.77,2.134,0.172,35.512,1.634,1.768,1.273,9.0,5.0,14,0
36718,16:30,10ALTE,9.701,4.547,0.737,0.043,15.611,0.598,1.112,1.061,5.0,3.0,8,0
22496,15:15,3ALTE,25.768,6.063,1.242,0.137,20.663,0.849,1.546,1.314,7.0,5.0,12,0
8897,12:00,6WLTE,4.85,10.509,1.114,0.109,22.073,0.959,1.475,0.01,6.0,4.0,10,0
12274,5:15,4BLTE,9.903,0.707,0.336,0.016,4.274,0.171,1.071,1.011,3.0,2.0,5,0
17464,7:00,6VLTE,0.498,1.194,0.17,0.022,6.442,0.501,1.095,0.01,5.0,3.0,8,1
19750,1:00,8ALTE,10.509,2.223,0.608,0.054,34.503,0.815,1.202,1.071,5.0,3.0,8,0
21636,1:15,7ALTE,0.0,0.404,0.023,0.007,2.151,0.078,1.021,0.01,2.0,2.0,4,0
28526,15:30,6VLTE,1.314,4.749,0.877,0.051,20.775,1.429,1.213,0.01,6.0,3.0,9,0
28273,5:30,6BLTE,3.234,0.505,0.093,0.035,6.147,6.137,1.041,0.01,3.0,2.0,5,0
23869,12:15,8ALTE,11.343,1.493,0.469,0.059,29.657,1.213,1.164,1.035,4.0,4.0,8,1
923,10:45,6ULTE,0.995,1.393,0.165,0.026,9.06,0.542,1.085,0.01,3.0,3.0,6,1
6227,21:45,7ALTE,0.299,1.891,0.822,0.034,50.399,1.129,1.114,0.01,4.0,2.0,6,1
24290,9:45,8BLTE,21.423,3.234,0.786,0.094,33.776,0.632,1.364,1.182,6.0,5.0,11,0
36699,3:45,1ALTE,0.909,0.404,0.024,0.01,0.668,0.15,1.041,1.011,2.0,2.0,4,0
11509,14:00,6ULTE,3.032,2.93,0.39,0.071,14.386,0.728,1.425,0.01,7.0,4.0,11,0
24066,9:00,10ALTE,30.82,3.537,1.214,0.223,37.402,6.819,1.667,1.445,7.0,6.0,13,0
2013,14:45,1CLTE,29.507,4.143,2.248,0.155,37.514,1.444,1.536,1.314,6.0,5.0,11,0
26115,20:15,3ALTE,19.502,4.776,1.046,0.14,49.594,2.189,1.393,1.373,6.0,6.0,12,1
24832,7:30,7BLTE,0.1,0.597,0.148,0.013,16.837,0.609,0.856,0.01,3.0,2.0,5,1
24419,5:30,4BLTE,10.004,0.505,0.034,0.005,2.365,0.146,1.213,1.011,3.0,2.0,5,0
3563,11:00,5ALTE,11.823,1.617,0.299,0.044,6.22,0.392,1.182,1.051,5.0,3.0,8,0
30735,23:15,10ALTE,13.844,2.829,0.81,0.055,32.289,1.022,1.172,1.081,4.0,4.0,8,0
23245,0:15,3CLTE,0.796,0.498,0.096,0.014,4.2,0.099,0.995,0.995,2.0,1.0,3,1
32830,3:45,5CLTE,2.425,0.404,0.003,0.006,0.114,1.186,1.021,1.011,2.0,1.0,3,0
27401,9:45,5BLTE,7.363,0.896,0.168,0.014,10.535,0.25,1.045,1.015,4.0,3.0,7,1
12508,0:30,4ALTE,4.951,3.133,1.775,0.06,35.492,0.831,1.081,1.031,3.0,3.0,6,0
16891,14:15,8CLTE,12.227,6.063,1.647,0.071,18.095,0.573,1.172,1.041,4.0,3.0,7,0
26344,18:30,8BLTE,20.513,3.537,1.389,0.101,39.951,1.001,1.374,1.112,6.0,4.0,10,0
13710,17:15,3ALTE,17.179,2.324,0.534,0.077,13.462,0.858,1.314,1.122,6.0,4.0,10,0
17571,0:45,5CLTE,5.356,0.808,0.201,0.019,23.848,1.224,1.061,1.021,3.0,2.0,5,0
32127,7:00,7ULTE,1.592,6.07,1.978,0.065,15.339,0.499,1.055,0.01,3.0,2.0,5,1
27743,13:45,1BLTE,16.219,2.687,1.043,0.061,21.519,1.08,1.204,1.065,4.0,4.0,8,1
28416,4:15,7BLTE,0.0,0.404,0.024,0.007,3.051,0.665,0.94,0.01,3.0,2.0,5,0
18037,1:00,10CLTE,3.032,0.606,0.157,0.023,30.298,1.17,1.031,1.011,2.0,2.0,4,0
313,17:15,7CLTE,0.1,0.697,0.147,0.019,6.958,0.696,1.045,0.01,4.0,2.0,6,1
13487,15:45,6WLTE,1.692,5.075,0.703,0.062,14.308,3.055,1.184,0.01,5.0,3.0,8,1
36187,4:00,7ALTE,0.0,0.398,0.016,0.008,0.254,0.273,1.005,0.01,2.0,2.0,4,1
27142,6:30,6BLTE,3.335,0.505,0.152,0.017,8.197,0.326,1.041,0.01,3.0,2.0,5,0
1252,7:30,8CLTE,3.537,1.011,0.432,0.047,18.927,0.528,1.061,1.021,3.0,3.0,6,0
27532,1:00,5ALTE,7.579,0.808,0.107,0.037,7.038,1.221,1.071,1.031,3.0,3.0,6,0
19730,17:45,9ALTE,3.84,5.356,4.226,0.049,38.811,0.382,1.081,1.021,3.0,2.0,5,0
25132,8:00,7WLTE,0.896,2.289,0.504,0.05,13.806,0.559,1.095,0.01,4.0,2.0,6,1
14249,7:45,6VLTE,0.299,0.896,0.021,0.008,0.652,0.106,1.015,0.01,2.0,2.0,4,1
10284,3:00,2ALTE,0.0,0.404,0.005,0.006,0.011,0.013,1.011,0.01,1.0,1.0,2,0
32179,20:00,4BLTE,34.054,6.265,1.933,0.235,40.414,1.923,1.859,1.314,9.0,6.0,15,0
823,3:45,5CLTE,5.373,0.597,0.031,0.009,2.475,0.163,1.025,0.995,3.0,2.0,5,1
9975,14:15,6ULTE,2.93,3.941,0.767,0.124,15.693,1.05,1.627,0.01,8.0,4.0,12,0
7907,17:45,10CLTE,11.741,1.592,0.464,0.065,28.306,0.817,1.164,1.055,5.0,4.0,9,1
9572,9:45,10BLTE,8.488,1.112,0.284,0.044,15.78,1.992,1.142,1.071,4.0,4.0,8,0
15743,20:30,7VLTE,1.819,6.366,0.84,0.069,18.603,0.845,1.435,0.01,6.0,4.0,10,0
15228,3:45,8ALTE,4.345,0.707,0.217,0.021,16.911,0.688,1.061,1.021,3.0,3.0,6,0
10720,7:30,6ULTE,0.1,0.896,0.079,0.014,2.214,0.149,1.005,0.01,2.0,2.0,4,1
36294,0:45,4ALTE,5.473,0.995,0.366,0.026,17.707,0.365,1.045,1.005,4.0,3.0,7,1
34712,21:45,5ALTE,8.185,1.415,0.358,0.059,12.635,7.352,1.142,1.051,4.0,3.0,7,0
1522,13:15,9BLTE,2.829,0.505,0.031,0.007,1.065,0.196,1.031,1.011,2.0,2.0,4,0
14988,16:15,9ALTE,4.345,1.011,0.398,0.043,8.029,0.75,1.122,1.041,4.0,3.0,7,0
19003,20:30,7BLTE,0.303,1.314,0.377,0.037,16.048,0.754,1.223,0.01,5.0,3.0,8,0
30005,2:15,6BLTE,11.014,3.436,1.553,0.268,56.672,40.278,1.112,0.01,4.0,3.0,7,0
5913,12:45,4BLTE,27.284,4.143,0.971,0.128,30.48,1.0,1.546,1.243,7.0,5.0,12,0
9704,16:45,6CLTE,5.174,1.194,0.853,0.057,33.241,1.01,1.134,0.01,4.0,3.0,7,1
17907,9:45,7ALTE,0.505,1.314,0.251,0.036,5.653,0.302,1.253,0.01,5.0,3.0,8,0
6031,18:45,8BLTE,15.158,2.324,0.641,0.072,24.459,0.838,1.344,1.071,6.0,4.0,10,0
21214,15:30,5CLTE,22.433,7.074,1.835,0.107,35.528,1.757,1.455,1.152,6.0,5.0,11,0
5086,0:45,3CLTE,4.244,0.808,0.094,0.014,16.92,0.405,1.051,1.011,3.0,2.0,5,0
6969,4:45,8BLTE,4.478,0.796,0.324,0.034,7.24,0.752,1.055,1.015,3.0,3.0,6,1
31105,17:15,3CLTE,4.577,0.597,0.053,0.014,1.932,0.241,1.055,1.005,4.0,2.0,6,1
13147,18:00,6CLTE,10.746,1.692,0.481,0.042,26.096,0.421,1.124,0.01,4.0,3.0,7,1
33690,7:15,1ALTE,1.692,0.398,0.025,0.007,0.882,0.156,1.025,0.995,3.0,2.0,5,1
2601,19:15,10BLTE,6.972,2.021,0.898,0.054,53.638,0.953,1.101,1.021,4.0,3.0,7,0
10962,7:30,1ALTE,5.861,1.92,0.86,0.051,35.64,0.717,1.122,1.031,4.0,3.0,7,0
17711,5:30,8ALTE,2.829,0.404,0.019,0.017,0.319,0.563,1.021,1.021,2.0,2.0,4,0
29649,21:45,10BLTE,2.388,0.597,0.049,0.03,2.387,0.136,1.025,0.995,3.0,2.0,5,1
28308,7:15,7ULTE,0.199,0.896,0.084,0.022,1.974,0.386,1.005,0.01,2.0,2.0,4,1
32869,7:45,8CLTE,1.819,0.808,0.486,0.018,23.791,0.324,1.081,1.011,3.0,2.0,5,0
22647,23:45,4ALTE,8.06,0.796,0.168,0.045,16.619,0.619,1.095,1.015,3.0,3.0,6,1
15879,9:30,4CLTE,13.339,1.314,0.273,0.092,47.554,0.497,1.152,1.112,4.0,4.0,8,0
9070,4:45,7VLTE,0.101,0.808,0.017,0.007,0.25,0.113,1.021,0.01,2.0,1.0,3,0
28811,21:15,10CLTE,8.286,1.011,0.303,0.035,8.211,1.407,1.101,1.031,4.0,3.0,7,0
35525,10:00,5BLTE,0.0,0.0,1.194,0.115,14.699,0.594,1.526,1.405,7.0,7.0,14,0
16741,1:30,3ALTE,2.985,0.597,0.091,0.018,3.624,0.238,1.025,0.995,3.0,2.0,5,1
1801,3:30,6BLTE,9.196,0.808,0.116,0.026,7.691,0.47,1.091,0.01,4.0,2.0,6,0
27960,2:15,7CLTE,0.0,0.404,0.022,0.007,2.171,0.207,1.021,0.01,2.0,1.0,3,0
10755,23:15,4ALTE,3.133,0.505,0.123,0.02,7.137,0.275,1.061,1.011,3.0,2.0,5,0
29273,11:15,7ALTE,0.606,2.829,0.761,0.074,31.725,1.419,1.394,0.01,6.0,4.0,10,0
6162,16:15,7CLTE,0.303,1.011,0.556,0.031,73.232,1.091,1.112,0.01,4.0,3.0,7,0
25560,17:15,1CLTE,40.622,8.286,2.568,0.214,29.222,1.132,1.839,1.667,8.0,7.0,15,0
3542,21:45,8CLTE,3.98,0.896,0.251,0.027,8.818,0.483,1.045,1.005,3.0,2.0,5,1
8439,14:30,5CLTE,19.907,2.021,0.389,0.071,7.602,0.595,1.344,1.122,6.0,4.0,10,0
28286,21:15,4ALTE,9.701,2.324,0.546,0.092,16.02,1.013,1.233,1.061,5.0,4.0,9,0
15947,17:45,6VLTE,2.289,3.781,0.49,0.099,20.73,10.011,1.224,0.01,6.0,4.0,10,1
6159,14:00,8BLTE,21.625,4.446,1.121,0.104,36.527,0.731,1.415,1.233,6.0,5.0,11,0
8315,12:15,7WLTE,1.99,3.085,0.438,0.042,14.534,0.363,1.085,0.01,4.0,2.0,6,1
11126,1:30,7WLTE,0.303,1.112,0.24,0.034,16.951,0.778,1.061,0.01,3.0,2.0,5,0
4405,18:15,7BLTE,0.398,1.592,0.466,0.062,51.382,2.312,1.313,0.01,5.0,3.0,8,1
2654,1:30,10ALTE,6.965,0.796,0.112,0.018,4.287,0.242,1.055,1.015,3.0,3.0,6,1
36892,8:30,4CLTE,7.074,1.112,0.331,0.034,19.898,0.404,1.101,1.051,3.0,3.0,6,0
36063,0:00,7CLTE,0.101,0.606,0.515,0.036,13.005,0.547,1.061,0.01,3.0,2.0,5,0
18347,13:30,7ULTE,1.791,5.075,1.384,0.071,27.235,0.948,1.234,0.01,6.0,4.0,10,1
11133,11:45,10CLTE,7.68,1.415,0.18,0.018,6.408,0.368,1.071,1.031,3.0,3.0,6,0
6748,19:30,3ALTE,8.69,2.122,0.448,0.045,16.958,0.348,1.182,1.172,5.0,4.0,9,0
30227,15:45,7CLTE,0.606,1.92,0.71,0.066,28.809,1.414,1.344,0.01,5.0,3.0,8,0
8410,23:45,3ALTE,6.063,1.718,0.642,0.031,8.183,0.726,1.061,1.021,3.0,3.0,6,0
27861,2:00,8ALTE,11.318,2.829,0.842,0.07,34.759,0.779,1.273,1.071,4.0,3.0,7,0
14172,3:15,3ALTE,2.985,1.891,1.787,0.019,31.966,0.368,1.025,0.995,3.0,2.0,5,1
6957,13:45,4BLTE,19.403,3.184,0.976,0.076,15.759,2.95,1.303,1.075,7.0,4.0,11,1
34319,15:30,10ALTE,8.69,2.627,0.789,0.039,11.342,0.644,1.091,1.031,4.0,3.0,7,0
16251,13:45,6BLTE,20.412,4.143,2.035,0.075,28.469,0.841,1.172,0.01,6.0,4.0,10,0
7677,22:15,9ALTE,1.415,0.505,0.158,0.017,11.18,0.25,1.031,1.011,2.0,1.0,3,0
19122,6:15,1BLTE,4.547,3.133,1.344,0.035,16.136,0.523,1.041,1.021,3.0,2.0,5,0
19140,2:15,1CLTE,21.194,1.791,0.415,0.122,13.207,3.926,1.353,1.144,6.0,5.0,11,1
12260,18:30,6VLTE,1.718,3.032,0.336,0.041,13.563,0.885,1.192,0.01,4.0,3.0,7,0
30721,12:15,10ALTE,27.789,1.718,0.322,0.23,6.465,12.355,1.394,1.182,8.0,5.0,13,0
12556,16:00,1BLTE,19.402,2.526,0.662,0.077,40.802,1.386,1.293,1.142,6.0,4.0,10,0
32842,16:30,4BLTE,28.294,6.164,1.567,0.194,32.724,1.709,1.95,1.374,8.0,7.0,15,0
75,20:15,7CLTE,0.808,1.516,0.352,0.061,19.58,0.846,1.273,0.01,4.0,3.0,7,0
11280,1:00,4ALTE,6.77,0.808,0.182,0.023,7.004,0.434,1.051,1.021,3.0,3.0,6,0
1871,3:45,3BLTE,2.425,0.707,0.128,0.022,22.756,0.396,1.031,1.011,3.0,2.0,5,0
6891,15:00,1CLTE,25.667,4.244,1.125,0.13,27.583,1.652,1.485,1.314,6.0,6.0,12,0
24036,4:30,3BLTE,14.03,2.189,0.49,0.087,13.851,0.98,1.303,1.045,6.0,4.0,10,1
690,21:00,4BLTE,26.576,3.234,1.03,0.111,26.425,1.103,1.526,1.202,7.0,5.0,12,0
12019,2:00,7CLTE,0.0,0.404,0.1,0.015,3.776,0.155,1.041,0.01,2.0,2.0,4,0
26603,10:30,7VLTE,2.223,4.648,0.508,0.074,9.865,1.176,1.394,0.01,6.0,4.0,10,0
31644,1:15,5BLTE,9.196,0.606,0.023,0.016,1.2,0.277,1.051,1.041,3.0,3.0,6,0
17681,11:15,4ALTE,4.547,0.909,0.171,0.029,7.424,0.495,1.081,1.021,4.0,2.0,6,0
3165,7:30,10ALTE,3.941,0.606,0.127,0.015,3.563,0.211,1.061,1.021,3.0,3.0,6,0
308,15:30,2ALTE,0.505,0.404,0.027,0.011,0.812,0.104,1.011,0.01,2.0,1.0,3,0
11927,7:15,5CLTE,10.105,1.819,0.527,0.047,19.597,0.545,1.162,1.041,4.0,3.0,7,0
1396,15:00,4CLTE,20.917,4.648,1.269,0.093,32.624,1.017,1.324,1.374,5.0,5.0,10,0
28085,16:30,6CLTE,9.398,0.808,0.128,0.049,11.719,3.049,1.202,0.01,5.0,3.0,8,0
35500,12:00,7BLTE,1.415,1.516,0.449,0.12,25.139,3.163,1.445,0.01,6.0,3.0,9,0
12329,16:45,3BLTE,14.349,2.829,0.885,0.063,18.694,1.719,1.283,1.162,6.0,4.0,10,0
10976,23:45,10CLTE,3.98,0.597,0.106,0.018,5.62,0.322,1.025,1.005,3.0,2.0,5,1
26302,9:30,3CLTE,12.53,3.335,1.024,0.079,58.95,0.802,1.263,1.081,6.0,4.0,10,0
12106,18:00,10BLTE,4.08,0.796,0.181,0.015,17.58,0.606,1.065,1.005,3.0,2.0,5,1
5057,2:00,1BLTE,7.983,0.909,0.182,0.042,9.384,2.255,1.091,1.021,4.0,3.0,7,0
15915,16:30,9BLTE,2.425,0.404,0.022,0.011,1.057,0.231,1.041,1.011,3.0,2.0,5,0
22357,22:00,7ALTE,0.498,2.687,1.008,0.052,48.414,0.717,1.224,0.01,5.0,3.0,8,1
10323,10:15,4CLTE,14.328,3.682,0.861,0.062,41.968,0.754,1.303,1.045,6.0,4.0,10,1
458,13:15,10BLTE,9.196,1.213,0.234,0.036,11.311,0.634,1.132,1.061,5.0,3.0,8,0
17954,11:00,9ALTE,17.684,1.516,0.44,0.066,12.242,0.71,1.314,1.202,6.0,5.0,11,0
36086,10:30,9ALTE,20.816,4.244,1.265,0.102,44.25,1.641,1.445,1.122,8.0,5.0,13,0
9578,8:00,8BLTE,2.587,0.498,0.091,0.017,9.775,0.372,1.015,0.995,3.0,2.0,5,1
18294,5:15,5CLTE,3.436,0.404,0.013,0.009,0.612,0.266,1.021,1.011,3.0,2.0,5,0
15366,15:15,1ALTE,25.06,3.234,0.959,0.098,67.238,0.585,1.394,1.152,7.0,4.0,11,0
3231,4:30,10CLTE,1.819,0.404,0.037,0.012,3.712,0.207,1.021,1.011,3.0,2.0,5,0
17293,14:45,8CLTE,1.99,0.896,0.467,0.043,17.973,0.684,1.015,0.995,3.0,2.0,5,1
25929,0:15,8CLTE,3.638,1.516,0.358,0.019,4.242,0.275,1.041,1.011,3.0,3.0,6,0
15583,13:30,10CLTE,7.175,2.021,0.651,0.031,11.036,0.271,1.071,1.041,3.0,3.0,6,0
24609,12:30,6VLTE,1.415,3.234,0.461,0.054,16.099,3.21,1.263,0.01,5.0,3.0,8,0
10326,9:00,1CLTE,29.911,2.728,1.16,0.092,43.753,1.699,1.384,1.283,7.0,5.0,12,0
26441,20:45,5CLTE,12.239,2.388,0.768,0.059,34.142,0.678,1.194,1.065,5.0,4.0,9,1
17853,0:45,2ALTE,0.101,0.404,0.021,0.011,0.077,0.041,1.011,0.01,1.0,1.0,2,0
19007,14:45,7ALTE,0.505,1.92,0.572,0.067,12.766,4.978,1.304,0.01,6.0,3.0,9,0
25555,15:15,1BLTE,21.726,4.446,1.275,0.129,27.231,1.041,1.475,1.223,7.0,5.0,12,0
19065,3:00,7VLTE,0.404,2.122,0.232,0.013,11.01,0.287,1.051,0.01,3.0,2.0,5,0
12934,13:45,8BLTE,20.311,3.941,1.435,0.119,56.185,1.704,1.405,1.162,7.0,4.0,11,0
506,20:15,3ALTE,18.408,7.861,3.864,0.214,20.435,1.009,1.502,1.134,6.0,5.0,11,1
121,11:00,4ALTE,2.786,0.796,0.343,0.033,20.382,0.611,1.065,1.005,4.0,2.0,6,1
28524,14:45,7ALTE,0.199,1.493,0.595,0.039,18.395,1.483,1.095,0.01,4.0,2.0,6,1
14452,16:15,7WLTE,0.597,2.488,0.73,0.052,42.28,1.816,1.065,0.01,3.0,2.0,5,1
8938,19:45,3CLTE,7.68,1.415,0.448,0.034,51.251,0.668,1.091,1.031,4.0,3.0,7,0
13057,23:45,3ALTE,15.124,2.687,0.733,0.065,28.228,0.575,1.184,1.104,4.0,4.0,8,1
15667,21:15,8ALTE,25.667,3.234,0.821,0.218,12.006,1.188,1.789,1.425,8.0,7.0,15,0
22310,5:30,1ALTE,2.425,0.909,0.253,0.031,8.284,0.367,1.021,1.011,2.0,2.0,4,0
32405,4:45,3CLTE,1.516,1.011,0.715,0.042,20.894,0.823,1.011,1.011,2.0,2.0,4,0
15310,14:45,3BLTE,23.545,3.739,0.986,0.097,42.397,1.015,1.465,1.314,7.0,5.0,12,0
4348,14:15,6CLTE,7.377,1.213,0.478,0.032,34.398,1.11,1.071,0.01,3.0,2.0,5,0
6675,1:45,5ALTE,1.213,0.404,0.012,0.009,0.254,0.143,1.011,1.011,2.0,1.0,3,0
19977,17:30,3ALTE,19.705,4.143,1.45,0.092,33.554,0.841,1.364,1.202,6.0,5.0,11,0
35908,19:45,4ALTE,9.297,1.718,0.443,0.041,16.119,0.601,1.142,1.031,4.0,3.0,7,0
1930,10:15,10BLTE,6.972,0.909,0.231,0.028,14.218,0.457,1.091,1.031,4.0,3.0,7,0
28252,6:45,7ULTE,0.101,0.808,0.028,0.007,1.218,0.132,1.021,0.01,2.0,2.0,4,0
130,6:15,1CLTE,10.105,1.011,0.533,0.032,28.044,4.395,1.051,1.021,3.0,3.0,6,0
910,23:45,5ALTE,6.871,0.909,0.141,0.047,14.043,0.392,1.152,1.051,4.0,3.0,7,0
12546,4:00,7ULTE,0.202,0.808,0.027,0.01,1.55,0.083,1.021,0.01,2.0,2.0,4,0
36373,16:00,5BLTE,35.772,5.76,1.965,0.138,28.129,1.078,1.597,1.213,7.0,5.0,12,0
18268,2:45,8ALTE,6.366,4.143,1.984,0.052,53.719,0.652,1.101,1.031,4.0,3.0,7,0
24747,13:00,3ALTE,29.102,5.053,1.82,0.142,34.979,1.996,1.536,1.273,7.0,7.0,14,0
2580,22:15,7BLTE,0.303,1.011,0.232,0.042,8.506,1.079,1.344,0.01,5.0,3.0,8,0
25056,22:30,7ULTE,0.707,2.223,0.391,0.046,12.565,0.631,1.122,0.01,4.0,3.0,7,0
36549,0:00,8ALTE,10.307,1.213,0.272,0.052,4.164,0.644,1.213,1.071,5.0,4.0,9,0
33898,12:45,7ALTE,0.505,1.819,0.465,0.054,10.44,1.327,1.293,0.01,5.0,3.0,8,0
